Colleges,State
L.J. Institute of Business Administration,['Gujarat']
B.K. Mody Government Pharmacy College,['Gujarat']
C. K. Pithawalla Institute Of Pharmaceutical Science & Research,['Gujarat']
Grow More Group of Institution,['Gujarat']
Shree B.G. Patel College of Physiotherapy,['Gujarat']
NeoTech Technical & Management College,['Gujarat']
Matushree V.B.Manvar College of Pharmacy,['Gujarat']
Nursing College - Muni Seva Ashram,['Gujarat']
Pramukh Swami Science & H.D.Patel Arts College,['Gujarat']
Shri Satsangi Saket Dham Group of Institutions,['Gujarat']
K.V. Virani Institute of Pharmacy & Research Centre,['Gujarat']
"KRISHNA INSTITUTE OF ENGINEERING & TECHNOLOGY, JAMNAGAR",['Gujarat']
"ARPIT INSTITUTE OF ENGINEERING AND TECHNOLOGY (DIPLOMA), Amreli",['Gujarat']
Indubhai Patel College of Pharmacy and Research Center,['Gujarat']
L.B. Rao College of Pharmaceutical Education & Research,['Gujarat']
S K Patel College Of Pharmaceutical Education & Research,['Gujarat']
Shri B M Shah College Of Pharmacy,['Gujarat']
J.H. Patel College of Management and Technology,['Gujarat']
GLS Ahmedabad,['Gujarat']
Sitarambhai Naranji Patel Institute of Technology & Research Centre,['Gujarat']
"Arts College Shamlaji. (ACS), Sabarkantha",['Gujarat']
Sumandeep College of Nursing,['Gujarat']
"College of Agricultural Engineering & Technology (CAET), Junagadh",['Gujarat']
R. H. Patel College of Pharmacy,['Gujarat']
"Asiatic Institute of Science and Technology (AIST), Rajkot",['Gujarat']
UNMICRC Ahmedabad,['Gujarat']
"GOVERNMENT LAW COLLEGE, MANINAGAR",['Gujarat']
Government Prosthetic & Orthotic College,['Gujarat']
"GAYATRI GURUKRUPA B.ED. COLLEGE, LATHI",['Gujarat']
ARVALLI DIPLOMA IN HEALTH AND SANITARY INSPECTOR COLLEGE,['Gujarat']
"College of Fisheries (CF), Veraval",['Gujarat']
Dr. Dayaram Pharmacy College,['Gujarat']
SHRADDHA DIPLOMA HEALTH AND SANITARY INSPECTOR COLLEGE,['Gujarat']
SHREEJI  BAPA DIPLOMA IN HEALTH AND SANITARY INSPECTOR MEGHRAJ,['Gujarat']
SHREE N S PATEL LAW COLLEGE MODASA,['Gujarat']
SHREE SVT DIPLOMA IN HEALTH AND SANITARY INSPECTOR COLLEGE,['Gujarat']
SHRI K R KATARA DIPLOMA IN HEALTH AND SANITARY INSPECTOR,['Gujarat']
SHRI T S PATEL DIPLOMA IN HEALTH SANITARY INSPECTOR COLLEGE AMBALIYARA,['Gujarat']
DIPLOMA IN HEALTH AND SANITARY INSPECTOR COLLEGE PANTHAWADA,['Gujarat']
Indian Institute of Jewelry Design,['Gujarat']
K P TRIVEDI DIPLOMA IN HEALTH AND SANITARY INSPECTOR,['Gujarat']
SANJIVANI DIPLOMA IN HEALTH SANITARY INSPECTOR COLLEGE,['Gujarat']
SHREE M M PATEL DIPLOMA IN HEALTH AND SANITARY INSPECTOR COLLEGE LAKHANI,['Gujarat']
SHREE SURYODAY DIPLOMA IN HEALTH AND SANITARY INSPACTOR COLLEGE,['Gujarat']
SHRI K V TARAK DIPLOMA IN HEALTH SANITARY INSPECTOR COLLEGE DUCHAKWADA,['Gujarat']
"Mahamandleshwar Shri Krishnandji Law College, Bharuch",['Gujarat']
Sheth H.J. Law College,['Gujarat']
ARADHANA DIPLOMA HEALTH SANITARY INSPECTOR,['Gujarat']
Aarsh Mahavidyalaya,['Gujarat']
"GURJAR BHARTI INSTITUTE OF SANITARY INSPECTOR COLLEGE, NAGARALA",['Gujarat']
Shri N.M. Gopani Polytechnic Institute,['Gujarat']
"Universal College of Engineering and Technology (UCET), Gandhinagar",['Gujarat']
SHRI INDUBHAI SHETH LAW COLLEGE,['Gujarat']
Sarvodaya Polytechnic Institute,['Gujarat']
"Government Polytechnic (GPV), Mehsana",['Gujarat']
"GCS Medical College, Hospital & Research Centre",['Gujarat']
"Guruvandana Law College,Kalawad",['Gujarat']
Shree Naranjibhai Lalabhai Patel College of Pharmacy,['Gujarat']
SAURABH LAW COLLEGE - VISANVEL,['Gujarat']
Sheth Dosabhai Lalchand Law College,['Gujarat']
NACHIKETA  DIPLOMA IN HEALTH AND SANITARY INSPECTOR,['Gujarat']
NAVJIVAN DIPLOMA IN HEALTH AND SENITARY INSPECTOR,['Gujarat']
NAVKAR DIPLOMA IN HEALTH AND SANITARY INSPECTOR,['Gujarat']
UVPCE Mehsana,['Gujarat']
NAVYUG DIPLOMA IN HEALTH AND SANITARY INSPECTOR,['Gujarat']
Gujarat Arts and Commerce College - Evening,['Gujarat']
SHREE AMARDEEP DIPLOMA IN HEALTH AND SANITARY INSPECTOR,['Gujarat']
SHRII S M SHAH LAW COLLEGE,['Gujarat']
VRUNDAVAN DIPLOMA IN HEALTH AND SANITARY INSPECTOR,['Gujarat']
NAVGUJARAT LAW COLLEGE,['Gujarat']
D.A. Degree Engineering & Technology,['Gujarat']
NAVGUJARAT SANITARY INSPECTOR COLLEGE,['Gujarat']
PIONEER SANITARY INSPECTOR COLLEGE VIRPUR,['Gujarat']
"Dinshaw Daboo Law College, Navsari",['Gujarat']
DEVRAJ LAW COLLEGE,['Gujarat']
ADARSH DIPLOMA IN HEALTH AND SANITARY INSPECTOR COLLEGE PATAN,['Gujarat']
DIPLOMA IN HEALTH SANITARY INSPECTOR COLLEGE   RADHANPUR,['Gujarat']
NOOTAN VINAY MANDIR DIPLOMA IN HEALTH SANITARY INSPECTOR COLLEGE PATAN,['Gujarat']
SHREE HARI DIPLOMA IN HEALTH AND SANITARY INSPECTOR COLLEGE,['Gujarat']
"S K COLLEGE OF SCIENCE PGDMLT, PATAN",['Gujarat']
"SHREE D.D. KOTIYAWALA MUNI. LAW COLLEGE, PORBANDAR",['Gujarat']
Jetpur Law College,['Gujarat']
Ms. S.V.Patel (Gardi) B.Ed. College,['Gujarat']
"SMT. R.D. GARDI COLLEGE OF EDUCATION, RAJKOT",['Gujarat']
"SMT.S.S.AJMERA LAW COLLEGE, GONDAL",['Gujarat']
T.N.RAO INSTITUTE OF MANAGEMENT RESEARCH & TECHNOLOGY & B.ED.COLLEGE-RAJKOT,['Gujarat']
AKAR DIPLOMA IN HEALTH AND SANITARY INSPECTOR COLLEGE MAJARA,['Gujarat']
A K PATEL DIPLOMA IN HEALTH AND SANITARY INSPECTOR,['Gujarat']
ARRDEKTA INSTITUTE OF DIPLOMA IN HEALTH AND SANITARY INSPECTOR,['Gujarat']
ASIAN DIPLOMA IN HEALTH AND SANITARY INSPECTOR COLLEGE,['Gujarat']
EXPERIMENTAL SCIENCE MSC COLLEGE,['Gujarat']
GRAVITY DIPLOMA IN HEALTH AND SANITARY INSPECTOR COLLEGE KHEDBRAHMA,['Gujarat']
C. U. Shah College of Pharmacy & Research,['Gujarat']
GUJARAT NURSING COLLEGE,['Gujarat']
Arihant School of Pharmacy and Bio-Research Institute,['Gujarat']
PRIZAM DIPLOMA IN HEALTH AND SANITARY INSPECTOR,['Gujarat']
RAJVI DIPLOMA IN HEALTH AND SANITARY INSPECTOR COLLEGE KODIYAVADA,['Gujarat']
RIDDHI DIPLOMA IN HEALTH AND SANITARY INSPECTOR,['Gujarat']
SHREE M H PARMAR DIPLOMA IN HEALTH AND SANITARY INSPECTORY COLLEGE,['Gujarat']
Sardar Patel Institute of Economic and Social Research,['Gujarat']
SHRI K K PATEL DIPLOMA IN HEALTH AND SANITARY INSPECTOR COLLEGE ANDROKHA,['Gujarat']
SHRI M N PATEL DIPLOMA IN HEALTH AND SANITARY INSPECTOR COLLEGE,['Gujarat']
SIDDHIVINAYAK DIPLOMA IN HEALTH AND SANITARY INSPECTOR COLLEGE,['Gujarat']
Shree Dhanvatary College of Engineering & Technology,['Gujarat']
V S RAVAL DIPLOMA IN HEALTH AND SANITARY PRANTIJ,['Gujarat']
"Siddharth Law College, Kamrej",['Gujarat']
PARUL INSTITUTE OF LAW,['Gujarat']
"B. PHARMACY COLLEGE, NAVALGADH",['Gujarat']
LAXMINARAYAN DEV COLLEGE OF PHARMACY,['Gujarat']
"RADHE SCHOOL OF PHARMACY & BIO-RESEARCH INSTITUTE,HIRPURA.",['Gujarat']
SHANTILAL SHAH PHARMACY COLLEGE,['Gujarat']
SMT. R. B. PATEL MAHILA PHARMACY COLLEGE,['Gujarat']
SMT. CHAMPABEN VASANTBHAI GAJERA PHARMACY MAHILA COLLEGE,['Gujarat']
SMT. R. D. GARDI B. PHARMACY COLLEGE,['Gujarat']
"LATE MADHAVLAL FULSHANKAR VAIDHYA SELF FINANCE LAW COLLEGE, DABHOI",['Gujarat']
Dr. Virambhai Rajabhai Godhania College of Engineering and Technology,['Gujarat']
"Government Science College (GSC), Gandhinagar",['Gujarat']
Charotar Education Society,['Gujarat']
"Anand Institute of Business Studies (AIBS), Anand",['Gujarat']
S S Agrawal College,['Gujarat']
Laxmi Group Of Institutes,['Gujarat']
Bits Group Of Colleges,['Gujarat']
Bhagwan Mahavir Group Of Colleges,['Gujarat']
Alpha Group Of Colleges,['Gujarat']
Navjivan Arts And Commerce College,['Gujarat']
B. K. Majumdar Institute of Business Administration,['Gujarat']
Waymade College of Education,['Gujarat']
Shri Balahanuman Ayurved College,['Gujarat']
Shree Swaminarayan Naimisharanya College of Management and I.T.,['Gujarat']
B. A. Dangar Homeopathic Medical College,['Gujarat']
Samarpan Arts and Commerce College,['Gujarat']
Sheth P.T. Mahila College of Arts and Home Science,['Gujarat']
GCC Gandhinagar,['Gujarat']
GJ Patel Institute of Ayurvedic Studies & Research,['Gujarat']
M G Science institute,['Gujarat']
K.B.Raval Group Of Colleges,['Gujarat']
Shayona Institute Of Business Management,['Gujarat']
"Anand Institute of Management (AIM), Anand",['Gujarat']
Vidyasagar Infotech College,['Gujarat']
Pioneer Group Of Institutes,['Gujarat']
NSC Surat,['Gujarat']
"Shree Satsangi Saket Dham , K.J Group Of Institutions",['Gujarat']
SWAMI DEVI DYAL INSTITUTE OF ENGG. & TECHNOLOGY (EX:SWAMI DEVI DYAL INSTITUTE OF COMP & INFO. TECH),['Gujarat']
APEX POLY & ENGG COLLEGE,['Gujarat']
VENUS INSTITUE OF DESIGN & ARCHITECTURE,['Gujarat']
SHREE H. N. SHUKLA DIPLOMA ENGINEERING COLLEGE,['Gujarat']
SCHOOL OF TECHNOLOGY (THE CONSTITUENT SCHOOL PANDIT DEENDAYAL PETROLEUM UNIVERSITY),['Gujarat']
R. K. COLLEGE OF DIPLOMA ENGINEERING,['Gujarat']
NOBLE ARCHITECTURE COLLEGE JUNAGADH,['Gujarat']
NAVSARJAN SCHOOL OF TECHNOLOGY,['Gujarat']
N. R. VEKARIA INSTITUTE OF TECHNOLOGY,['Gujarat']
MAHAVIR SWAMI COLLEGE OF ENGINEERING & TECHNOLOGY Surat,['Gujarat']
M.K. COLLEGE OF ENGINEERING & TECHNOLOGICAL RESEARCH Patan,['Gujarat']
L.J. SCHOOL OF ARCHITECTURE,['Gujarat']
B.H Gardi College of Engineering & Technology,['Gujarat']
JAIN INSTITUTE OF TECHNOLOGY-DIPLOMA,['Gujarat']
ITM - SCHOOL OF ARCHITECTURE ART AND DESIGN (ITMSAAD),['Gujarat']
"H.B.PATEL INSTITUTE OF DIPLOMA ENGG. & TECH,LIMBODARA,LUNAVADA",['Gujarat']
"GOVERNMENT ENGINEERING COLLEGE, VALSAD Valsad",['Gujarat']
ELECTRONICS AND MECHANICAL ENGINEERING SCHOOL,['Gujarat']
Keshavji Bharmal Sumaria Commerce & NATARAJ Professional Sciences College,['Gujarat']
"ENGINEERING COLLEGE, TUWA",['Gujarat']
"Dr. Virambhai Godhaniya College of Arts, Commerce, Home Science and Information Technology for Girls",['Gujarat']
Shri O H Nazar Ayurved College,['Gujarat']
Shri J S Ayurved College,['Gujarat']
"WLCI School of Fashion Technology (WLCISFT), Surat",['Gujarat']
Radhe Institute Of Engineering & Technology,['Gujarat']
Faculty of Architecture-SCET,['Gujarat']
Shroff S. R. Rotary Institute of Chemical Technology,['Gujarat']
Shantaben Manubhai Patel School of Studies & Research Architecture & Interior Design,['Gujarat']
"Veerayatan Institute of Engineering, Management and Research",['Gujarat']
GMERS Medical College & Hospital,['Gujarat']
Navjivan Science College,['Gujarat']
"Ahmedabad Homoeopathic Medical College (AHMC), Vadodara",['Gujarat']
CCSIT Junagadh,['Gujarat']
M.S. Pathak Homoeopathic Medical College & Hospital,['Gujarat']
Swami Vivekanand Homoeopathic Medical College and Hospital,['Gujarat']
Smt. Amrut ben Jayantilal Savla Homoeopathic Medical College & Research Institute,['Gujarat']
Oakbrook Business School,['Gujarat']
S. V. Institute of Management,['Gujarat']
Jg Group Of Colleges,['Gujarat']
College of Veterinary Science and Animal Husbandary,['Gujarat']
D. N. Polytechnic,['Gujarat']
Raman Bhakta School of Architecture,['Gujarat']
B.R.S. College,['Gujarat']
HLCC Ahmedabad,['Gujarat']
Sunshine Group Of Institutions,['Gujarat']
NMC Bhavnagar,['Gujarat']
NS Patel Arts College,['Gujarat']
"Adarsh Educational Campus (AEC), Botad",['Gujarat']
The Mandvi Education Society,['Gujarat']
Shree Gulabkunverba Ayurved College,['Gujarat']
Department of Computer Science and Technology,['Gujarat']
"International Institute of Management and Technical Studies (IIMT), Surat",['Gujarat']
Smt. Shantaben Haribhai Gajera Engineering College,['Gujarat']
Balasinor College of Polytechnic,['Gujarat']
Shri K. K. Sheth Physiotherapy College,['Gujarat']
Bhikhabhai Jivabhai Vanijya Mahavidyalaya,['Gujarat']
"Metas Adventist College (MAC), Surat",['Gujarat']
NCSC Bharuch,['Gujarat']
Narmada College Of Management,['Gujarat']
DNV International Education Academy,['Gujarat']
C.V.M. Institute of Human Resource Development,['Gujarat']
MAC Surat,['Gujarat']
College of Fire Technology,['Gujarat']
Som-Lalit Education And Research Foundation,['Gujarat']
School of Petroleum Technology,['Gujarat']
B.P. Baria Science Institute,['Gujarat']
H & HB Kotak Institute of Science,['Gujarat']
Shree Sahajanand Institute Of Management,['Gujarat']
Smt. R. P. Bhalodiya Mahila Arts & Commerce College & Shree N. P. Bhalodiya Mahila Home Science College,['Gujarat']
"Dr. Subhash Mahila Arts, Commerce and Home Science College",['Gujarat']
Shri J. M. Sabva Institute Of Engineering & Technology,['Gujarat']
Indubhai Parekh School of Architecture,['Gujarat']
M B Arts and Commerce College,['Gujarat']
"Parangat BEd College, Surendra Nagar",['Gujarat']
Anand People'S Medicare Society,['Gujarat']
G.K.Bharad Institute of Engineering,['Gujarat']
"Government Polytechnic (GP), Dang",['Gujarat']
C.U. Shah Polytechnic,['Gujarat']
Shri K. J. Polytechnic,['Gujarat']
F.D.(Mubin) Institute of Engineering and Technology,['Gujarat']
S.B. Polytechnic College,['Gujarat']
Dr. S & S.S Ghandhy College of Engineering & Technology,['Gujarat']
B. S. Patel Polytechnic,['Gujarat']
C. U. Shah College of Engineering & Technology,['Gujarat']
Shri Tapi Brahmcharyashram Sabha College Of Diploma Engineering,['Gujarat']
Kilachand Devchand Polytechnic,['Gujarat']
Sabar Institute of Technology for girls,['Gujarat']
"Government Engineering College (GEC), Godhra",['Gujarat']
Lukhdhirji Engineering College,['Gujarat']
GIDC Degree Engineering College,['Gujarat']
Sheth M.C. College of Dairy Science,['Gujarat']
Navnirman Institute of Management,['Gujarat']
Aarya-Veer College of Engineering and Technology,['Gujarat']
"Amiraj College of Engineering and Technology (ACET), Ahmedabad",['Gujarat']
"Government Engineering College (GEC), Palanpur",['Gujarat']
RBIMS Ahmedabad,['Gujarat']
"C. N. Kothari Homeopathic Medical College & Research Centre (CNKHMC and RC), Tapi",['Gujarat']
"Goverment Engineering college (GEC), Bhuj",['Gujarat']
"Government Engineering College (GEC), Bharuch",['Gujarat']
"Government Engineering College (GEC), Bhavnagar",['Gujarat']
URICM Gandhinagar,['Gujarat']
"Government Polytechnic For Girls (GPG), Ahmedabad",['Gujarat']
VVP Engineering College,['Gujarat']
HLIC Ahmedabad,['Gujarat']
"Anand Commerce College (ACC), Anand",['Gujarat']
SEMCOM Anand,['Gujarat']
Smt. K.S.N. Kansagara Mahila College,['Gujarat']
"Anand Institute of PG Studies In Arts (AIPGSA), Anand",['Gujarat']
KSCPAC Amreli,['Gujarat']
Pacific School of Engineering,['Gujarat']
OM Engineering College,['Gujarat']
N.P. Arts And Commerce College,['Gujarat']
Baroda Institute of Management Studies,['Gujarat']
Mehsana Urban Institute of Biosciences,['Gujarat']
"Government Engineering College (GEC), Dahod",['Gujarat']
"Government Engineering College (GEC), Patan",['Gujarat']
Shree Swaminarayan Institute of Management & IT,['Gujarat']
"Government Engineering College (GEC), Rajkot",['Gujarat']
Rugved Institute of Management Studies,['Gujarat']
Sankalchand Patel College of Engineering Mehsana,['Gujarat']
"AIMS Education Campus (AIMS), Anand",['Gujarat']
HACC Ahmedabad,['Gujarat']
SMPIC Ahmedabad,['Gujarat']
Gujarat Ayurved University,['Gujarat']
C. G. Bhakta Institute of Biotechnology,['Gujarat']
Swami Sachchidanand Polytechnic College,['Gujarat']
Smt. S. R. Patel Engineering College,['Gujarat']
"Ashvinbhai A. Patel. Commerce College (AAPCC), Gandhinagar",['Gujarat']
ECC Surat,['Gujarat']
Shree Narayan Sanskrit Mahavidyalaya,['Gujarat']
"Arham Veerayatan Institute of Engineering, Technology",['Gujarat']
"A.R.S. Sakhida Arts, Shri C.C. Gediwala Commerce and Shri C.C. Home Science College",['Gujarat']
"Government Arts College (GAC), Ahmedabad",['Gujarat']
GIDC Rajju Shroff ROFEL Institute of Management Studies,['Gujarat']
Saraswati Institute of Engineering and Management,['Gujarat']
Kalol Institute of Management,['Gujarat']
KSSBM Ahmedabad,['Gujarat']
Government Akhandanand Ayurved College,['Gujarat']
DR M. K. SHAH MEDICAL COLLEGE AND  RESEARCH CENTER,['Gujarat']
National Institute of Occupational Health,['Gujarat']
"Suresh Brahmkumar Bhatt, College of Physiotherapy",['Gujarat']
Netra chikitsa ayurveda college,['Gujarat']
Shantabaa Medical College,['Gujarat']
SMT VASANTBEN N VYAS HOMOEOPATHIC MEDICAL COLLEGE-AMRELI,['Gujarat']
AMSOM Ahmedabad,['Gujarat']
"Pramukhswami Medical College, Karamsad",['Gujarat']
"Shri Dr. VH Dave Homoeopathic College & Research Institute, Anand",['Gujarat']
G H Patel College of Engineering & Technology,['Gujarat']
DR KIRAN C PATEL MEDICAL COLLEGE AND  RESEARCH INSTITUTE,['Gujarat']
Zydus Medical College and Hospital.,['Gujarat']
MANJUSHREE RESEARCH INSTITUTE OF AYURVEDIC SCIENCE,['Gujarat']
"State Model Institute of Ayurveda Sciences, Kolavada",['Gujarat']
Gandhinagar Homeopathic Medical College,['Gujarat']
GMERS MEDICAL COLLEGE,['Gujarat']
"Agricultural Research Station, Mundra",['Gujarat']
AMBICA DIPLOMA IN HEALTH AND SANITARY INSPECTOR,['Gujarat']
"Dhanvantari Ayurved College, Koyadam",['Gujarat']
SANT SAVAIYANATH DIPLOMA IN FIRE AND SAFETY COLLEGE,['Gujarat']
Vanbandhu College of Veterinary Science and Animal Husbandry,['Gujarat']
Jay Jalaram Homoeopathic Medical College,['Gujarat']
G M E R S MEDICAL COLLEGE DHARPUR,['Gujarat']
"GOVERNMENT HOMOEOPATHIC MEDICAL COLLEGE, DETHALI",['Gujarat']
EVA COLLEGE OF AYURVEDA,['Gujarat']
MURLIDHAR AYURVED COLLEGE,['Gujarat']
"P.D.U.MEDICAL COLLEGE, RAJKOT",['Gujarat']
Shree Ambaji Arts College,['Gujarat']
C. N. Kothari Homeopathic Medical College & Research Centre,['Gujarat']
Shree Ramkrishna Institute of Computer Education & Applied Sciences,['Gujarat']
Krishna Ayurved Medical College,['Gujarat']
Smt. M. K. Sanghvi Homeopathic Medical College,['Gujarat']
"Shree R M D Ayurveda College and Hospital, Waghaldhara",['Gujarat']
RJTCC Ahmedabad,['Gujarat']
NCCA Bharuch,['Gujarat']
NVPAS Anand,['Gujarat']
Popatlal Dhanjibhai Malaviya College of Commerce,['Gujarat']
"Amity Global Business School (AGBS), Ahmedabad",['Gujarat']
V.M. Patel Institute of Management,['Gujarat']
VVWCC Surat,['Gujarat']
Sarvodaya College of Computer Science,['Gujarat']
Smt H.C Patel Arts And Commerce College,['Gujarat']
Chaudhari Technical Institute,['Gujarat']
Krishna Education for Professional Studies,['Gujarat']
School of Liberal Studies - PDPU,['Gujarat']
i - Compass Computer & Management Institute,['Gujarat']
TAKE Animation,['Gujarat']
Goyam Institute for Diamonds & Jewellery,['Gujarat']
Optimist Institute of Management,['Gujarat']
NCVT Ahmedabad,['Gujarat']
Snowflakes Academy of Travel,['Gujarat']
"National Institute of Retail and Management (NIRM), Ahmedabad",['Gujarat']
Centre for International Alliances-School of International Studies,['Gujarat']
Indian Institute for Development in Education and Advanced Studies,['Gujarat']
"A.G. Teachers College (AGTC), Ahmedabad",['Gujarat']
HBICM Ahmedabad,['Gujarat']
M P Arts & M H Commerce College for Women,['Gujarat']
Ahmedabad Institute of Business Management,['Gujarat']
Asha Institute of Nursing,['Gujarat']
Drona Foundation - Sigma University B.Voc College,['Gujarat']
CII Institute of Hospitality Ahmedabad,['Gujarat']
"Ahmedabad Institute of Medical Sciences (AIMS), Ahmedabad",['Gujarat']
"Times Pro (TP), Ahmedabad",['Gujarat']
C Z Patel College of Business and Management,['Gujarat']
Shri Chimanbhai Patel Institutes,['Gujarat']
Smt. K. K. Patel MBA & MCA College,['Gujarat']
Acharya Motibhai Patel Institute of Computer Studies,['Gujarat']
Navgujarat College of Computer Application,['Gujarat']
Shri M.H. Kadakia Institute of Management & Computer Studies,['Gujarat']
Shri Jaysukhlal Vadhar Institute of Management Studies,['Gujarat']
A. P. Narmada College,['Gujarat']
Ipcowala Santram College of Finearts,['Gujarat']
R.H.Patel Eng. Medium B.Ed college,['Gujarat']
Narsinhbhai Patel College Of Computer Stud & Mgt,['Gujarat']
Shrimad Rajchandra School of Sports,['Gujarat']
Sri Mirambika College of Management,['Gujarat']
C.U. Shah College of Master of Computer Application,['Gujarat']
N.R. Vekaria Institute of Business Management Studies,['Gujarat']
"Manavadar Arts, Commerce & Computer Science College",['Gujarat']
UKV Mahila College,['Gujarat']
Shree Bharuch Jilla Adarsh Samaj Seva Mandal,['Gujarat']
BCA College,['Gujarat']
Shri C.H. Shah Mahila B.Ed. College,['Gujarat']
B.P. College of Computer Studies,['Gujarat']
S. D. Shethiya College of Education,['Gujarat']
Shree M.P. Patel B.Ed and Science College,['Gujarat']
Mahavir Nursing Institute,['Gujarat']
Kamdar School Of Nursing,['Gujarat']
Prakash College of Education,['Gujarat']
Shree Sahajanand Institute Of Nursing,['Gujarat']
S.K. Patel Institute Of Management & Computer Studies,['Gujarat']
Maharshi Sri Aurobindo B.Ed. College,['Gujarat']
Munshi Mahila B.Ed. College,['Gujarat']
L J College of Computer Application,['Gujarat']
Sarvajanik College of Physiotherapy,['Gujarat']
Dada Dukhayal College of Education Kachchh,['Gujarat']
Nagar School of Optometry,['Gujarat']
President College Of Education,['Gujarat']
"AES Institute of Computer Studies, School of Computer Studies (AESICS), Ahmedabad",['Gujarat']
Maharshi Patanjali Institute for Yoga Naturopathy Education and Research,['Gujarat']
K K Shah Jarodwala Maninagar Science College,['Gujarat']
Hiralal Bapulal Kapadia College Of Education,['Gujarat']
Smt. B.K. Mehta IT Center (BCA College),['Gujarat']
L.N.K. College of Education,['Gujarat']
Navyug B.Ed. College,['Gujarat']
Maniba College of Education,['Gujarat']
N. H. Patel College of Education,['Gujarat']
N.J. Sonecha Management and Technical Institute,['Gujarat']
CVM College of Fine Arts,['Gujarat']
B.R. Patel Institute of Computer Application,['Gujarat']
R. B. Sagar College of Education Ahmedabad,['Gujarat']
V. T. Choksi Sarvajanik College of Education,['Gujarat']
Sutex Bank College of Computer Applications and Science,['Gujarat']
"Uni Trust Surajba Mahila Arts College (UTSMAC), Nadiad",['Gujarat']
MB Patel Arts Commerce College,['Gujarat']
M. K. Institute Of Management Studies,['Gujarat']
Sri Mirambica B.Ed. College,['Gujarat']
Shree Sadguru B. Ed. College,['Gujarat']
Shri S.S.Mehta Arts & Shri M.M.Patel Commerce College,['Gujarat']
Vidyabharti Trust College of BBA And BCA,['Gujarat']
Smt. Laxmiben & Chimanlal Mehta Arts College,['Gujarat']
Smt. R.D. Gardi College of Teacher Education,['Gujarat']
Smt. Z.S. Patel College of Management & Technology,['Gujarat']
D G Shikshan Mahavidyalaya,['Gujarat']
Z.F. Wadia Womens College & N.K. Jhota College Of Commerce,['Gujarat']
V.P. & R.P.T.P. Science College,['Gujarat']
SS Patel College of Physical Education,['Gujarat']
Shri S.B. Patel Arts & Shri. R.N. Amin Commerce College,['Gujarat']
Sri Rang Shikshan Mahavidyalaya,['Gujarat']
Smt. Sushilaben Ramniklal Mehta Arts College,['Gujarat']
Smt. H.D. Patel Mahila B.Ed. College,['Gujarat']
Shree Swaminarayan College of Computer Science,['Gujarat']
Shri RP Arts Shri KB Commerce and Smt BCJ Science College,['Gujarat']
B.J. Patel College Of Education,['Gujarat']
Shree Sarvajanik College Of Education,['Gujarat']
Smt. C.K.Patel Msc(CA & IT) College,['Gujarat']
Shri Brahmanand Institute of Management and Computer Science,['Gujarat']
Shree Banaskantha Kadva Patidar Sanskar Mandal,['Gujarat']
C.N. P. F. Arts and D. N. Science College,['Gujarat']
Smt. M. N. K. Dalal Education College for Women,['Gujarat']
Smt. C.C. Mahila Arts & Sheth C.N.Commerce College,['Gujarat']
Smt. Sadguna C U Arts College for Girls,['Gujarat']
Shree Vestabhai H. Patel College of B. Ed.,['Gujarat']
C P Patel & F H Shah Commerce College,['Gujarat']
Smt. Pushpaben Kanaiyalal Inamdar College of Education,['Gujarat']
Shree Swami narayan Gurukul,['Gujarat']
Shri Dr. Ratilal Kanjibhai Patel & KKP B.Ed College,['Gujarat']
Shri DM Patel College of Physiotherapy,['Gujarat']
B.D.Shah College of Education (CTE),['Gujarat']
"D.D Thakar Arts & K.J Patel Commerce College (ACCKHED), Sabarkantha",['Gujarat']
D.L.Patel Institute of Management & Technology,['Gujarat']
H K Arts College,['Gujarat']
Sarvoday College Of Management And Technology,['Gujarat']
Uma Arts & Nathiba Commerce Mahila College,['Gujarat']
Shri Umiya College Of Education,['Gujarat']
Dr. H. R. Gajwani College of Education,['Gujarat']
Kapadia N.M.M.S. Arts & The S.N.S.B. Commerce College,['Gujarat']
Shri R.R. Lalan College,['Gujarat']
Shri Bhagvat Vidhyapith Trust Shikshashastri (B.Ed.) College,['Gujarat']
Smt. R. M. Prajapati College,['Gujarat']
Smt P.R. Patel Arts College,['Gujarat']
Loknad B.Ed. College,['Gujarat']
Shri I.j. Patel M.Ed. Course,['Gujarat']
Shri Shambhubhai V Patel College Of Computer Science & Business Management,['Gujarat']
Smt. M. M. Shah College of Education,['Gujarat']
"Shri Manubhai Rambhai Amin, B.Ed. College",['Gujarat']
Shri M.P & B.A Patel (Detrojwala) Arts & Commerce College For Girls,['Gujarat']
Goverment Arts & Commerce College,['Gujarat']
Glorious College Of Computer Science,['Gujarat']
Desai Chandulal Manilal Arts and Commerce College,['Gujarat']
S. D. Arts and B. R. Commerce College,['Gujarat']
Kameshwar M.Ed College,['Gujarat']
Shree R. P. Anada College of Education,['Gujarat']
Hari Jyot College Of Optometry,['Gujarat']
H.L.Patel Arts & Commerce College,['Gujarat']
Shri Jayendrapuri Arts & Science College,['Gujarat']
Dolat-Usha Institute of Applied Sciences And Dhiru-Sarla Institute of Management & Commerce,['Gujarat']
MKICS Bharuch,['Gujarat']
Divya Drishti B.Ed College,['Gujarat']
Sarvoday College Of Education,['Gujarat']
THE Future Computer Science College,['Gujarat']
Rofel Shri G M Bilakhia College of Applied Sciences Vapi,['Gujarat']
Shri V. J. Modha College,['Gujarat']
Government B.Ed College,['Gujarat']
